 Index, GRIB1_value, GRIB1_version, GRIB2_discipline, GRIB2_category, GRIB2_parameter
 511,    53,   131,     0,     1,     2, MIXR    
 512,    54,   131,     0,     1,     3, PWAT    
 513,    55,   131,     0,     1,     4, VAPP    
 514,    56,   131,     0,     1,     5, SATD    
 515,    57,   131,     0,     1,     6, EVP     
 516,    58,   131,     0,     6,     0, CICE    
 517,    59,   131,     0,     1,     7, PRATE   
 518,    60,   131,     0,    19,     2, TSTM    
 519,    61,   131,     0,     1,     8, APCP    
 520,    62,   131,     0,     1,     9, NCPCP   
 521,    63,   131,     0,     1,    10, ACPCP   
 522,    64,   131,     0,     1,    12, SRWEQ   
 523,    65,   131,     0,     1,    13, WEASD   
 524,    66,   131,     0,     1,    11, SNOD    
 525,    67,   131,     0,    19,     3, MIXHT   
 526,    68,   131,    10,     4,     2, TTHDP   
 527,    69,   131,    10,     4,     0, MTHD    
 528,    70,   131,    10,     4,     1, MTHA    
 529,    71,   131,     0,     6,     1, TCDC    
 530,    72,   131,     0,     6,     2, CDCON   
 531,    73,   131,     0,     6,     3, LCDC    
 532,    74,   131,     0,     6,     4, MCDC    
 533,    75,   131,     0,     6,     5, HCDC    
 534,    76,   131,     0,     6,     6, CWAT    
 535,    77,   131,     0,     7,     1, BLI     
 536,    78,   131,     0,     1,    14, SNOC    
 537,    79,   131,     0,     1,    15, SNOL    
 538,    80,   131,    10,     3,     0, WTMP    
 539,    81,   131,     2,     0,     0, LAND    
 540,    82,   131,    10,     3,     1, DSLM    
 541,    83,   131,     2,     0,     1, SFCR    
 542,    84,   131,     0,    19,     1, ALBDO   
 543,    85,   131,     2,     0,     2, TSOIL   
 544,    86,   131,     2,     0,     3, SOILM   
 545,    87,   131,     2,     0,     4, VEG     
 546,    88,   131,    10,     4,     3, SALTY   
 547,    89,   131,     0,     3,    10, DEN     
 548,    90,   131,     2,     0,     5, WATR    
 549,    91,   131,    10,     2,     0, ICEC    
 550,    92,   131,    10,     2,     1, ICETK   
 551,    93,   131,    10,     2,     2, DICED   
 552,    94,   131,    10,     2,     3, SICED   
 553,    95,   131,    10,     2,     4, UICE    
 554,    96,   131,    10,     2,     5, VICE    
 555,    97,   131,    10,     2,     6, ICEG    
 556,    98,   131,    10,     2,     7, ICED    
 557,    99,   131,     0,     1,    16, SNOM    
 558,   100,   131,    10,     0,     3, HTSGW   
 559,   101,   131,    10,     0,     4, WVDIR   
 560,   102,   131,    10,     0,     5, WVHGT   
 561,   103,   131,    10,     0,     6, WVPER   
 562,   104,   131,    10,     0,     7, SWDIR   
 563,   105,   131,    10,     0,     8, SWELL   
 564,   106,   131,    10,     0,     9, SWPER   
 565,   107,   131,    10,     0,    10, DIRPW   
 566,   108,   131,    10,     0,    11, PERPW   
 567,   109,   131,    10,     0,    12, DIRSW   
 568,   110,   131,    10,     0,    13, PERSW   
 569,   111,   131,     0,     4,     0, NSWRS   
 570,   112,   131,     0,     5,     0, NLWRS   
 571,   113,   131,     0,     4,     1, NSWRT   
 572,   114,   131,     0,     5,     1, NLWRT   
 573,   115,   131,     0,     5,     2, LWAVR   
 574,   116,   131,     0,     4,     2, SWAVR   
 575,   117,   131,     0,     4,     3, GRAD    
 576,   118,   131,     0,     4,     4, BRTMP   
 577,   119,   131,     0,     4,     5, LWRAD   
 578,   120,   131,     0,     4,     6, SWRAD   
 579,   121,   131,     0,     0,    10, LHTFL   
 580,   122,   131,     0,     0,    11, SHTFL   
 581,   123,   131,     0,     2,    20, BLYDP   
 582,   124,   131,     0,     2,    17, UFLX    
 583,   125,   131,     0,     2,    18, VFLX    
 584,   126,   131,     0,     2,    19, WMIXE   
 585,   127,   131,   255,   255,   255, IMGD    
 586,   128,   131,     0,     3,     1, MSLSA   
 587,   130,   131,     0,     3,   192, MSLET   
 588,   131,   131,     0,     7,   192, LFTX    
 589,   132,   131,     0,     7,   193, 4LFTX   
 590,   134,   131,     0,     3,   212, PRESN   
 591,   135,   131,     0,     1,   197, MCONV   
 592,   136,   131,     0,     2,   192, VWSH    
 593,   137,   131,     0,     2,   219, PVMWW   
 594,   140,   131,     0,     1,   192, CRAIN   
 595,   141,   131,     0,     1,   193, CFRZR   
 596,   142,   131,     0,     1,   194, CICEP   
 597,   143,   131,     0,     1,   195, CSNOW   
 598,   144,   131,     2,     0,   192, SOILW   
 599,   145,   131,     0,     1,   200, PEVPR   
 600,   146,   131,     2,     0,   210, VEGT    
 601,   147,   131,     2,     3,   200, BARET   
 602,   148,   131,     2,     3,   201, AVSFT   
 603,   149,   131,     2,     3,   202, RADT    
 604,   150,   131,     2,     0,   211, SSTOR   
 605,   151,   131,     2,     0,   212, LSOIL   
 606,   152,   131,     2,     0,   213, EWATR   
 607,   153,   131,     0,     1,    22, CLWMR   
 608,   155,   131,     2,     0,   193, GFLUX   
 609,   156,   131,     0,     7,     7, CIN     
 610,   157,   131,     0,     7,     6, CAPE    
 611,   158,   131,     0,    19,    11, TKE     
 612,   159,   131,     0,    19,   192, MXSALB  
 613,   160,   131,     2,     3,   192, SOILL   
 614,   161,   131,     0,     1,    29, ASNOW   
 615,   162,   131,     0,     1,   221, ARAIN   
 616,   163,   131,     2,     0,   214, GWREC   
 617,   164,   131,     2,     0,   215, QREC    
 618,   165,   131,     0,     1,   222, SNOWT   
 619,   166,   131,     0,     4,   200, VBDSF   
 620,   167,   131,     0,     4,   201, VDDSF   
 621,   168,   131,     0,     4,   202, NBDSF   
 622,   169,   131,     0,     4,   203, NDDSF   
 623,   170,   131,     0,    19,   193, SNFALB  
 624,   171,   131,     2,     3,   193, RLYRS   
 625,   172,   131,     0,     2,   193, MFLX    
 626,   173,   131,     0,     3,   210, LMH     
 627,   174,   131,     0,     2,   218, LMV     
 628,   175,   131,     0,   191,   195, MLYNO   
 629,   176,   131,     0,   191,   192, NLAT    
 630,   177,   131,     0,   191,   193, ELON    
 631,   178,   131,     0,     1,    23, ICMR    
 632,   179,   131,     2,     0,   228, ACOND   
 633,   180,   131,     0,     1,    17, SNOAG   
 634,   181,   131,     2,     0,   199, CCOND   
 635,   182,   131,     0,     7,   198, LAI     
 636,   183,   131,     2,     0,   216, SFCRH   
 637,   184,   131,     0,    19,    19, SALBD   
 638,   187,   131,     2,     0,   217, NDVI    
 639,   188,   131,     2,     0,   206, RDRIP   
 640,   189,   131,     2,     0,   218, LANDN   
 641,   190,   131,     0,     7,     8, HLCY    
 642,   191,   131,     0,   191,   196, NLATN   
 643,   192,   131,     0,   191,   197, ELONN   
 644,   194,   131,     1,     1,   193, CPOFP   
 645,   196,   131,     0,     2,   194, USTM    
 646,   197,   131,     0,     2,   195, VSTM    
 647,   198,   131,     0,     1,   212, SBSNO   
 648,   199,   131,     2,     3,   198, EVBS    
 649,   200,   131,     2,     0,   229, EVCW    
 650,   202,   131,     0,     1,   223, APCPN   
 651,   203,   131,     2,     0,   200, RSMIN   
 652,   204,   131,     0,     4,   192, DSWRF   
 653,   205,   131,     0,     5,   192, DLWRF   
 654,   206,   131,     0,     1,   224, ACPCPN  
 655,   207,   131,     2,     0,   194, MSTAV   
 656,   208,   131,     2,     0,   195, SFEXC   
 657,   210,   131,     2,     0,   230, TRANS   
 658,   211,   131,     0,     4,   193, USWRF   
 659,   212,   131,     0,     5,   193, ULWRF   
 660,   213,   131,     0,     6,   192, CDLYR   
 661,   214,   131,     0,     1,   196, CPRAT   
 662,   216,   131,     0,     0,   193, TTRAD   
 663,   218,   131,     0,     3,   211, HGTN    
 664,   219,   131,     2,     0,   201, WILT    
 665,   220,   130,     2,     3,   203, FLDCP   
 666,   221,   131,     0,     3,   196, HPBL    
 667,   222,   131,     2,     3,   194, SLTYP   
 668,   223,   131,     2,     0,   196, CNWAT   
 669,   224,   131,     2,     3,     0, SOTYP   
 670,   225,   131,     2,     0,   198, VGTYP   
 671,   226,   131,     2,     0,   197, BMIXL   
 672,   227,   131,     2,     0,   219, AMIXL   
 673,   228,   131,     0,     1,   199, PEVAP   
 674,   229,   131,     0,     0,   192, SNOHF   
 675,   230,   131,     2,     3,   195, SMREF   
 676,   231,   131,     2,     3,   196, SMDRY   
 677,   232,   131,     2,     0,   220, WVINC   
 678,   233,   131,     2,     0,   221, WCINC   
 679,   234,   131,     1,     0,   192, BGRUN   
 680,   235,   131,     1,     0,   193, SSRUN   
 681,   237,   131,     2,     0,   222, WVCONV  
 682,   238,   131,     0,     1,   201, SNOWC   
 683,   239,   131,     0,     1,   208, SNOT    
 684,   240,   131,     2,     3,   197, POROS   
 685,   241,   131,     2,     0,   223, WCCONV  
 686,   242,   131,     2,     0,   224, WVUFLX  
 687,   243,   131,     2,     0,   225, WVVFLX  
 688,   244,   131,     2,     0,   226, WCUFLX  
 689,   245,   131,     2,     0,   227, WCVFLX  
 690,   246,   131,     2,     0,   202, RCS     
 691,   247,   131,     2,     0,   203, RCT     
 692,   248,   131,     2,     0,   204, RCQ     
 693,   249,   131,     2,     0,   205, RCSOL   
 694,   250,   131,     0,     4,   197, SWHR    
 695,   251,   131,     0,     5,   194, LWHR    
 696,   252,   131,     0,     2,   196, CD      
 697,   253,   131,     0,     2,   197, FRICV   
 698,   254,   131,     0,     7,   194, RI      
 699,    62,   129,     0,     1,     9, NCPCP   
 700,    63,   129,     0,     1,    10, ACPCP   
 701,   220,   131,     2,     3,   203, FLDCP   
 702,   231,   129,     0,    14,   200, OZMAX1  
 703,   232,   129,     0,    14,   201, OZMAX8  
 704,   240,   129,     0,    16,   197, RETOP   
 705,   191,   133,     0,     6,   201, SUNSD   
 706,   233,   129,     0,    14,   202, PDMAX1  
 707,   234,   129,     0,    14,   203, PDMAX24 
 708,   242,   129,    10,     3,   242, TCSRG20 
 709,   243,   129,    10,     3,   243, TCSRG30 
 710,   244,   129,    10,     3,   244, TCSRG40 
 711,   245,   129,    10,     3,   245, TCSRG50 
 712,   246,   129,    10,     3,   246, TCSRG60 
 713,   247,   129,    10,     3,   247, TCSRG70 
 714,   248,   129,    10,     3,   248, TCSRG80 
 715,   249,   129,    10,     3,   249, TCSRG90 
 716,     1,     3,     0,     3,     0, PRES    
 717,    52,     3,     0,     1,     1, RH      
 718,    63,     3,     0,     1,    10, ACPCP   
 719,    61,     3,     0,     1,     8, APCP    
 720,    41,     3,     0,     2,    10, ABSV    
 721,   100,     3,    10,     0,     3, HTSGW   
 722,   101,     3,    10,     0,     4, WVDIR   
 723,   103,     3,    10,     0,     6, WVPER   
 724,   104,     3,    10,     0,     7, SWDIR   
 725,   105,     3,    10,     0,     8, SWELL   
 726,   107,     3,    10,     0,    10, DIRPW   
 727,   108,     3,    10,     0,    11, PERPW   
 728,   109,     3,    10,     0,    12, DIRSW   
 729,   110,     3,    10,     0,    13, PERSW   
 730,   192,   133,    10,   191,     1, MOSF    
 731,   193,   130,     0,     1,   225, FRZR    
 732,   194,   130,     0,     1,   227, FROZR   
 733,   195,   130,     0,     1,   241, TSNOW   
 734,   196,   130,     2,     0,     7, MTERH   
 735,   195,   128,    10,     4,     4, OVHD    
 736,   196,   128,    10,     4,     5, OVSD    
 737,   197,   128,    10,     4,     6, OVMD    
 738,    64,   130,     0,     1,    12, SRWEQ   
 739,   241,   130,     3,   192,     6, SBT112  
 740,   242,   130,     3,   192,     7, SBT113  
 741,   243,   130,     3,   192,     8, SBT114  
 742,   244,   130,     3,   192,     9, SBT115  
 743,   235,   129,     0,    16,   198, MAXREF  
 744,   236,   129,     0,     7,   199, MXUPHL  
 745,   237,   129,     0,     2,   220, MAXUVV  
 746,   238,   129,     0,     2,   221, MAXDVV  
 747,   253,   129,     0,     2,   222, MAXUW   
 748,   254,   129,     0,     2,   223, MAXVW   
 749,   241,   129,     0,     2,   224, VRATE   
 750,   250,   129,     2,     4,     2, HINDEX  
 751,   175,   129,     0,    19,   234, ICSEV   
 752,   176,   129,     0,    19,   233, ICPRB   
 753,   236,     2,     0,    19,   217, SIPD    
 754,   230,   129,     0,     1,   242, RHPW    
 755,   206,   130,     0,    15,     3, VIL     
 756,   255,   255,     0,     0,   255, MISSING 
 757,   255,   255,     0,    20,   102, AOTK    
 758,   255,   255,     0,    20,   103, SSALBK  
 759,   255,   255,     0,    20,   104, ASYSFK  
 760,   255,   255,     0,    20,   105, AECOEF  
 761,   255,   255,     0,    20,   106, AACOEF  
 762,   255,   255,     0,    20,   107, ALBSAT  
 763,   255,   255,     0,    20,   108, ALBGRD  
 764,   255,   255,     0,    20,   109, ALESAT  
 765,   255,   255,     0,    20,   110, ALEGRD  
 766,   255,   255,     0,    20,     9, WLSMFLX 
 767,   255,   255,     0,    20,    10, WDCPMFLX
 768,   255,   255,     0,    20,    11, SEDMFLX 
 769,   255,   255,     0,    20,    12, DDMFLX  
 770,   255,   255,     0,    20,    13, TRANHH  
 771,   255,   255,     0,    20,    14, TRSDS   
 772,   255,   255,     0,    20,    59, ANCON   
 773,   193,   131,     0,     0,    21, APTMP   
 774,   137,   131,     0,    17,     0, LTNGSD  
 775,   194,   131,     0,     1,    39, CPOFP   
 776,   144,   128,    10,     3,   203, LCH     
 777,   255,   255,     0,    20,   101, ATMTK   
 778,   214,   131,     0,     1,    37, CPRAT   
 779,   255,   255,    10,     2,     8, ICETMP  
 780,   255,   255,     0,     0,    28, UCTMP   
 781,   255,   255,     0,     0,    29, TMPADV  
 782,   255,   255,     0,     1,   129, EFRCWAT 
 783,   255,   255,     0,     1,   130, EFRRAIN 
 784,   255,   255,     0,     1,   131, EFRCICE 
 785,   255,   255,     0,     1,   132, EFRSNOW 
 786,   255,   255,     0,     1,   133, EFRGRL  
 787,   255,   255,     0,     1,   134, EFRHAIL 
 788,   255,   255,     0,     1,   135, EFRSLC  
 789,   255,   255,     0,     1,   136, EFRSICEC
 790,   255,   255,     0,     1,   137, EFARRAIN
 791,   255,   255,     0,     1,   138, EFARCICE
 792,   255,   255,     0,     1,   139, EFARSNOW
 793,   255,   255,     0,     1,   140, EFARGRL 
 794,   255,   255,     0,     1,   141, EFARHAIL
 795,   255,   255,     0,     1,   142, EFARSIC 
 796,   255,   255,     0,     1,   231, PPINDX  
 797,   255,   255,     0,     1,   232, PROBCIP 
 798,   255,   255,     0,     1,   233, SNOWLR  
 799,   255,   255,     0,     1,   234, PCPDUR  
 800,   255,   255,     0,     1,   235, CLLMR   
 801,   255,   255,     0,     2,   231, TPWDIR  
 802,   255,   255,     0,     2,   232, TPWSPD  
 803,   255,   255,     0,     2,    36, AFRWE   
 804,   255,   255,     0,     3,    20, SDSGSO  
 805,   255,   255,     0,     3,    21, AOSGSO  
 806,   255,   255,     0,     3,    22, SSGSO   
 807,   255,   255,     0,     3,    23, GWD     
 808,   255,   255,     0,     3,    24, ASGSO   
 809,   255,   255,     0,     3,    25, NLPRES  
 810,   255,   255,     0,     3,    26, EXPRES  
 811,   255,   255,     0,     3,    27, UMFLX   
 812,   255,   255,     0,     3,    28, DMFLX   
 813,   255,   255,     0,     3,    29, UDRATE  
 814,   255,   255,     0,     3,    30, DDRATE  
 815,   255,   255,     0,     3,    31, UCLSPRS 
 816,   255,   255,     0,     4,    50, UVIUCS  
 817,   255,   255,     0,     4,    52, DSWRFCS 
 818,   255,   255,     0,     4,    53, USWRFCS 
 819,   255,   255,     0,     5,     5, NLWRF   
 820,   255,   255,     0,     5,     6, NLWRCS  
 821,   255,   255,     0,     5,     7, BRTEMP  
 822,   255,   255,     0,     5,     8, DLWRFCS 
 823,   255,   255,     0,     6,    34, SLWTC   
 824,   255,   255,     0,     6,    35, SSWTC   
 825,   255,   255,     0,     6,    36, FSTRPC  
 826,   255,   255,     0,     6,    37, FCONPC  
 827,   255,   255,     0,     6,    38, MASSDCD 
 828,   255,   255,     0,     6,    39, MASSDCI 
 829,   255,   255,     0,     6,    40, MDCCWD  
 830,   255,   255,     0,     6,    47, VFRCWD  
 831,   255,   255,     0,     6,    48, VFRCICE 
 832,   255,   255,     0,     6,    49, VFRCIW  
 833,   255,   255,     0,     7,    19, CONAPES 
 834,   255,   255,     0,     7,   203, DCAPE   
 835,   255,   255,     0,     7,   204, EFHL    
 836,   255,   255,     0,     7,   205, ESP     
 837,   255,   255,     0,     7,   206, CANGLE  
 838,   255,   255,     0,     7,   206, CANGLE  
 839,   255,   255,     0,    15,     9, RFCD    
 840,   255,   255,     0,    15,    10, RFCI    
 841,   255,   255,     0,    15,    11, RFSNOW  
 842,   255,   255,     0,    15,    12, RFRAIN  
 843,   255,   255,     0,    15,    13, RFGRPL  
 844,   255,   255,     0,    15,    14, RFHAIL  
 845,   255,   255,     0,    15,    15, HSR     
 846,   255,   255,     0,    15,    16, HSRHT   
 847,   255,   255,     0,    17,     1, LTPINX  
 848,   255,   255,     0,    17,     2, CDGDLTFD
 849,   255,   255,     0,    17,     3, CDCDLTFD
 850,   255,   255,     0,    17,     4, TLGTFD  
 851,   255,   255,     0,    18,     0, ACCES   
 852,   255,   255,     0,    18,     1, ACIOD   
 853,   255,   255,     0,    18,     2, ACRADP  
 854,   255,   255,     0,    19,    28, MWTURB  
 855,   255,   255,     0,    19,    29, CATEDR  
 856,   255,   255,     0,    19,    30, EDPARM  
 857,   255,   255,     0,    19,    31, MXEDPRM 
 858,   255,   255,     0,    19,    32, HIFREL  
 859,   255,   255,     0,    19,    33, VISLFOG 
 860,   255,   255,     0,    19,    34, VISIFOG 
 861,   255,   255,     0,    19,    35, VISBSN  
 862,   255,   255,     0,    19,    36, PSNOWS  
 863,   255,   255,     0,    19,    37, ICESEV  
 864,   255,   255,     0,    19,   238, ELLINX  
 865,   255,   255,     1,     0,     7, DISRS   
 866,   255,   255,     1,     0,     8, GWUPS   
 867,   255,   255,     1,     0,     9, GWLOWS  
 868,   255,   255,     1,     0,    10, SFLORC  
 869,   255,   255,     1,     0,    11, RVERSW  
 870,   255,   255,     1,     0,    12, FLDPSW  
 871,   255,   255,     1,     0,    13, DEPWSS  
 872,   255,   255,     1,     0,    14, UPAPCP  
 873,   255,   255,     1,     0,    15, UPASM   
 874,   255,   255,     1,     0,    16, PERRATE 
 875,   255,   255,     1,     2,     0, WDPTHIL 
 876,   255,   255,     1,     2,     1, WTMPIL  
 877,   255,   255,     1,     2,     2, WFRACT  
 878,   255,   255,     1,     2,     3, SEDTK   
 879,   255,   255,     1,     2,     4, SEDTMP  
 880,   255,   255,     1,     2,     5, ICTKIL  
 881,   255,   255,     1,     2,     6, ICETIL  
 882,   255,   255,     1,     2,     7, ICECIL  
 883,   255,   255,     1,     2,     8, LANDIL  
 884,   255,   255,     1,     2,     9, SFSAL   
 885,   255,   255,     1,     2,    10, SFTMP   
 886,   255,   255,     1,     2,    11, ACWSR   
 887,   255,   255,     1,     2,    12, SALTIL  
 888,   255,   255,     1,     2,    13, CSAFC   
 889,   255,   255,     2,     0,    35, TCLASS  
 890,   255,   255,     2,     0,    36, TFRCT   
 891,   255,   255,     2,     0,    37, TPERCT  
 892,   255,   255,     2,     0,    38, SOILVIC 
 893,   255,   255,     2,     0,    39, EVAPTRAT
 894,   255,   255,     2,     1,   192, CANL    
 895,   255,   255,     2,     3,    18, SOILTMP 
 896,   255,   255,     2,     3,    19, SOILMOI 
 897,   255,   255,     2,     3,    20, CISOILM 
 898,   255,   255,     2,     3,    21, SOILICE 
 899,   255,   255,     2,     3,    22, CISICE  
 900,   255,   255,     2,     3,    23, LWSNWP  
 901,   255,   255,     2,     3,    23, FRSTINX 
 902,   255,   255,     2,     3,    23, SNWDEB  
 903,   255,   255,     2,     3,    23, SHFLX   
 904,   255,   255,     2,     3,    23, SOILDEP 
 905,   255,   255,     2,     4,     0, FIREOLK 
 906,   255,   255,     2,     4,     1, FIREODT 
 907,   255,   255,     2,     4,     3, FBAREA  
 908,   255,   255,     2,     4,     4, FOSINDX 
 909,   255,   255,     2,     4,     5, FWINX   
 910,   255,   255,     2,     4,     6, FFMCODE 
 911,   255,   255,     2,     4,     7, DUFMCODE
 912,   255,   255,     2,     4,     8, DRTCODE 
 913,   255,   255,     2,     4,     9, INFSINX 
 914,   255,   255,     2,     4,    10, FBUPINX 
 915,   255,   255,     2,     4,    11, FDSRTE  
 916,   255,   255,     2,     5,     1, GLACTMP 
 917,   255,   255,     3,     0,     0, SRAD    
 918,   255,   255,     3,     0,     1, SALBEDO 
 919,   255,   255,     3,     0,     2, SBTMP   
 920,   255,   255,     3,     0,     3, SPWAT   
 921,   255,   255,     3,     0,     4, SLFTI   
 922,   255,   255,     3,     0,     5, SCTPRES 
 923,   255,   255,     3,     0,     6, SSTMP   
 924,   255,   255,     3,     0,     7, CLOUDM  
 925,   255,   255,     3,     0,     8, PIXST   
 926,   255,   255,     3,     0,     9, FIREDI  
 927,   255,   255,     3,     1,   194, SWQI    
 928,   255,   255,     3,     2,     0, CSKPROB 
 929,   255,   255,     3,   192,    53, SBTAGR8 
 930,   255,   255,     3,   192,    54, SBTAGR9 
 931,   255,   255,     3,   192,    55, SBTAGR10
 932,   255,   255,     3,   192,    56, SBTAGR11
 933,   255,   255,     3,   192,    57, SBTAGR12
 934,   255,   255,     3,   192,    58, SBTAGR13
 935,   255,   255,     3,   192,    59, SBTAGR14
 936,   255,   255,     3,   192,    60, SBTAGR15
 937,   255,   255,     3,   192,    61, SBTAGR16
 938,   255,   255,    10,     0,    14, WWSDIR  
 939,   255,   255,    10,     0,    15, MWSPER  
 940,   255,   255,    10,     0,    16, CDWW    
 941,   255,   255,    10,     0,    17, FRICV   
 942,   255,   255,    10,     0,    18, WSTR    
 943,   255,   255,    10,     0,    19, NWSTR   
 944,   255,   255,    10,     0,    20, MSSW    
 945,   255,   255,    10,     0,    21, USSD    
 946,   255,   255,    10,     0,    22, VSSD    
 947,   255,   255,    10,     0,    23, PMAXWH  
 948,   255,   255,    10,     0,    24, MAXWH   
 949,   255,   255,    10,     0,    25, IMWF    
 950,   255,   255,    10,     0,    26, IMFWW   
 951,   255,   255,    10,     0,    27, IMFTSW  
 952,   255,   255,    10,     0,    28, MZWPER  
 953,   255,   255,    10,     0,    29, MZPWW   
 954,   255,   255,    10,     0,    30, MZPTSW  
 955,   255,   255,    10,     0,    31, WDIRW   
 956,   255,   255,    10,     0,    32, DIRWWW  
 957,   255,   255,    10,     0,    33, DIRWTS  
 958,   255,   255,    10,     0,    34, PWPER   
 959,   255,   255,    10,     0,    35, PPERWW  
 960,   255,   255,    10,     0,    36, PPERTS  
 961,   255,   255,    10,     0,    37, ALTWH   
 962,   255,   255,    10,     0,    38, ALCWH   
 963,   255,   255,    10,     0,    39, ALRRC   
 964,   255,   255,    10,     0,    40, MNWSOW  
 965,   255,   255,    10,     0,    41, MWDIRW  
 966,   255,   255,    10,     0,    42, WESP    
 967,   255,   255,    10,     0,    43, KSSEW   
 968,   255,   255,    10,     0,    44, BENINX  
 969,   255,   255,    10,     0,    45, SPFTR   
 970,   255,   255,    10,     0,    46, PWAVEDIR
 971,   255,   255,    10,     0,    47, SWHFSWEL
 972,   255,   255,    10,     0,    48, SWHSSWEL
 973,   255,   255,    10,     0,    49, SWHTSWEL
 974,   255,   255,    10,     0,    50, MWPFSWEL
 975,   255,   255,    10,     0,    51, MWPSSWEL
 976,   255,   255,    10,     0,    52, MWPTSWEL
 977,   255,   255,    10,     0,    53, MWDFSWEL
 978,   255,   255,    10,     0,    54, MWDSSWEL
 979,   255,   255,    10,     0,    55, MWDTSWEL
 980,   255,   255,    10,     0,    56, WDWFSWEL
 981,   255,   255,    10,     0,    57, WDWSSWEL
 982,   255,   255,    10,     0,    58, WDWTSWEL
 983,   255,   255,    10,     0,    59, WFWFSWEL
 984,   255,   255,    10,     0,    60, WFWSSWEL
 985,   255,   255,    10,     0,    61, WFWTSWEL
 986,   255,   255,    10,     0,    62, WAVEFREW
 987,   255,   255,    10,     0,    63, FREWWW  
 988,   255,   255,    10,     0,    64, FREWTSW 
 989,   255,   255,    10,     1,     4, RIPCOP  
 990,   255,   255,    10,     2,     9, ICEPRS  
 991,   255,   255,    10,     2,    10, ZVCICEP 
 992,   255,   255,    10,     2,    11, MVCICEP 
 993,   255,   255,    10,     2,    12, CICES   
 994,   255,   255,    10,     3,     2, CH      
 995,   255,   255,    10,     3,     3, PRACTSAL
 996,   255,   255,    10,     3,   204, FRZSPR  
 997,   255,   255,    10,     4,    13, ACWSRD  
 998,   255,   255,    10,     3,   205, TWLWAV  
 999,   255,   255,    10,     3,   206, RUNUP   
1000,   255,   255,    10,     3,   207, SETUP   
1001,   255,   255,    10,     3,   208, SWASH   
1002,   255,   255,    10,     3,   209, TWLDT   
1003,   255,   255,    10,     3,   210, TWLDC   
1004,   255,   255,    10,     3,   250, ETCWL   
1005,   255,   255,    10,     3,   251, TIDE    
1006,   255,   255,    10,     3,   252, EROSNP  
1007,   255,   255,    10,     3,   253, OWASHP  
1008,   255,   255,    10,     4,    14, WDEPTH  
1009,   255,   255,    10,     4,    15, WTMPSS  
1010,   255,   255,    10,     4,    16, WATERDEN
1011,   255,   255,    10,     4,    17, WATDENA 
1012,   255,   255,    10,     4,    18, WATPTEMP
1013,   255,   255,    10,     4,    19, WATPDEN 
1014,   255,   255,    10,     4,    20, WATPDENA
1015,   255,   255,    10,     4,    21, PRTSAL  
1016,   240,   129,     0,    16,     3, RETOP   
1017,   234,     2,     1,     0,     5, BGRUN   
1018,   235,     2,     1,     0,     6, SSRUN   
1019,   160,   130,     2,     3,     5, SOILL   
